Scale,Region_Name,Season_Name,Metrics,Trend_Decadal,P_Value,Change_Point_Year,Change_Point_pvalue,Trend_Decadal_pre,P_Value_pre,Trend_Decadal_post,P_Value_post,RatioPostPre
Region x Season_12nm,Fiordland,Autumn,Number_MHW_days,4.598214286,4.85E-04,1998,0.005474215,0,0.437321958,8.580729167,0.068747237,Inf
Region x Season_12nm,Fiordland,Autumn,Nevents,0.252314815,0.001819412,1998,0.003408486,0,0.437321958,0.15625,0.424529879,Inf
Region x Season_12nm,Fiordland,Autumn,Mean_Intensity,0.130144971,0.013529003,2012,0.0662862,0,0.814003513,0.192483752,0.474274351,Inf
Region x Season_12nm,Fiordland,Autumn,Maximum_Intensity,0.29591071,0.005829081,2012,0.036807037,0,0.703913855,0.646031536,0.474274351,Inf
Region x Season_12nm,Fiordland,Autumn,Cumulative_Intensity,6.067539298,6.07E-04,1998,0.006287829,0,0.437321958,17.44654168,0.076691806,Inf
Region x Season_12nm,Fiordland,Winter,Number_MHW_days,0,0.027977094,1996,0.087406277,0,0.886306944,0,0.963710647,NA
Region x Season_12nm,Fiordland,Winter,Nevents,0,0.050217415,1996,0.093492776,0,0.886306944,0,0.767257142,NA
Region x Season_12nm,Fiordland,Winter,Mean_Intensity,0,0.160971939,1994,0.222181346,0,0.844272692,0,0.65317627,NA
Region x Season_12nm,Fiordland,Winter,Maximum_Intensity,0,0.10874207,1994,1,0,0.844272692,0,0.74381693,NA
Region x Season_12nm,Fiordland,Winter,Cumulative_Intensity,0,0.039540815,1996,0.106732232,0,0.886306944,0,0.981855322,NA
Region x Season_12nm,Fiordland,Spring,Number_MHW_days,0,0.282963144,2012,0.457459815,0,0.446727707,7.03125,0.525109598,Inf
Region x Season_12nm,Fiordland,Spring,Nevents,0,0.250649142,2012,0.512633413,0,0.607470061,1.015625,0.64988594,Inf
Region x Season_12nm,Fiordland,Spring,Mean_Intensity,0,0.266544996,2012,0.35932441,0,0.351382241,0.27785568,0.413895758,Inf
Region x Season_12nm,Fiordland,Spring,Maximum_Intensity,0,0.311928272,2012,0.341633261,0,0.295550339,0.618986121,0.64988594,Inf
Region x Season_12nm,Fiordland,Spring,Cumulative_Intensity,0,0.24564626,2012,0.396630897,0,0.458253657,14.52671113,0.525109598,Inf
